voyage_id,origin_port,destination_port,carrier,vessel_type,vessel_age_yrs,vessel_capacity_teu,route_distance_nm,month,winter_flag,planned_speed_kn,actual_speed_kn,speed_deviation_kn,weather_severity,port_congestion_idx,fuel_efficiency_ratio,load_factor,mechanical_incident,warehouse_buffer_hrs,truck_slots_available,sla_deadline_hrs,shipping_cost_usd,delay_probability,delayed,delay_hours
V0450,Hong Kong,Los Angeles,ONE,Tanker,21,24000,7250,10,0,14.8,13.43,1.37,0.217,0.846,0.818,0.801,0,72,9,72,5180.78,0.5738,0,0.0
V0451,Hong Kong,Los Angeles,ONE,Container,1,5000,7250,4,0,18.42,17.57,0.84,0.444,0.18,0.944,0.869,0,48,15,72,6134.32,0.1299,0,0.0
V0452,Hong Kong,Los Angeles,ONE,Ro-Ro,21,18000,7250,1,1,15.63,12.93,2.7,0.453,0.352,0.752,0.873,0,24,9,96,4873.61,0.7152,0,0.0
V0453,Hong Kong,Los Angeles,ONE,Tanker,3,10000,7250,3,0,15.84,16.83,-0.98,0.589,0.712,0.934,0.656,0,24,5,48,4724.69,0.39,1,32.4
V0454,Port Klang,Felixstowe,Evergreen,Ro-Ro,20,18000,8100,7,0,16.02,13.51,2.52,0.472,0.336,0.762,0.897,1,24,16,48,5556.73,0.8149,0,0.0
V0455,Mumbai,Jebel Ali,MSC,Container,2,5000,1100,11,0,17.87,17.78,0.09,0.194,0.021,0.98,0.559,0,24,3,24,3090.67,0.0635,0,0.0
V0456,Hong Kong,Los Angeles,ONE,Tanker,9,5000,7250,3,0,14.51,12.68,1.83,0.341,0.609,0.92,0.872,0,12,9,96,5828.52,0.5452,1,13.3
V0457,Chennai,Nhava Sheva,PIL,Container,19,5000,800,1,1,17.98,15.38,2.6,0.182,0.121,0.7,0.596,0,48,17,48,2243.78,0.3672,1,3.9
V0458,Mumbai,Jebel Ali,MSC,Container,15,2000,1100,7,0,19.12,16.64,2.48,0.526,0.396,0.902,0.878,0,48,3,24,4791.13,0.5141,0,0.0
V0459,Mumbai,Jebel Ali,MSC,Bulk Carrier,18,5000,1100,8,0,18.83,17.84,1.0,0.125,0.175,0.797,0.787,0,24,7,96,4894.25,0.1073,0,0.0
V0460,Singapore,Rotterdam,Maersk,Tanker,11,18000,8400,5,0,17.83,17.66,0.17,0.391,0.21,1.045,0.747,0,48,7,48,4212.85,0.1043,0,0.0
V0461,Port Klang,Felixstowe,Evergreen,Ro-Ro,16,24000,8100,6,0,22.39,19.77,2.62,0.405,0.133,0.745,0.861,0,48,6,72,5277.16,0.4326,1,95.1
V0462,Hong Kong,Los Angeles,ONE,Tanker,17,18000,7250,3,0,15.45,11.51,3.94,0.303,0.546,0.761,0.566,0,48,8,72,4041.01,0.7019,1,43.5
V0463,Shanghai,Dubai,COSCO Shipping,Container,5,18000,6200,5,0,19.06,20.85,-1.79,0.487,0.484,0.934,0.651,0,12,4,48,3018.44,0.2179,0,0.0
V0464,Colombo,Hamburg,Hapag-Lloyd,Container,12,5000,7800,3,0,14.62,14.93,-0.31,0.515,0.138,0.913,0.827,0,72,15,24,5240.98,0.3016,0,0.0
V0465,Busan,Long Beach,HMM,Bulk Carrier,11,5000,5500,2,1,14.71,12.43,2.29,0.281,0.337,0.734,0.931,0,48,6,48,5185.85,0.5369,0,0.0
V0466,Chennai,Nhava Sheva,PIL,Container,15,10000,800,7,0,19.74,17.35,2.39,0.347,0.257,0.784,0.721,0,24,16,24,4404.4,0.4881,0,0.0
V0467,Shanghai,Dubai,COSCO Shipping,Container,3,5000,6200,10,0,19.66,19.48,0.18,0.294,0.716,1.017,0.666,0,48,5,72,3706.48,0.3324,0,0.0
V0468,Port Klang,Felixstowe,Evergreen,Container,1,10000,8100,11,0,22.78,24.76,-1.98,0.561,0.184,0.914,0.783,0,48,12,48,4868.13,0.1201,0,0.0
V0469,Colombo,Hamburg,Hapag-Lloyd,Container,20,10000,7800,7,0,19.58,18.08,1.5,0.306,0.621,0.91,0.83,0,48,14,24,4683.76,0.4054,1,7.2
V0470,Port Klang,Felixstowe,Evergreen,Container,16,10000,8100,12,1,23.6,23.74,-0.15,0.325,0.482,0.804,0.739,0,48,6,48,4607.71,0.4297,0,0.0
V0471,Chennai,Nhava Sheva,PIL,Container,2,10000,800,8,0,14.49,16.03,-1.54,0.197,0.331,0.908,0.945,0,48,3,72,4459.74,0.1088,0,0.0
V0472,Mumbai,Jebel Ali,MSC,Container,2,18000,1100,12,1,14.98,13.95,1.03,0.387,0.615,1.029,0.786,0,48,19,96,3866.96,0.2569,0,0.0
V0473,Colombo,Hamburg,Hapag-Lloyd,Container,3,18000,7800,1,1,14.44,13.82,0.62,0.373,0.336,1.099,0.566,0,48,10,48,3193.42,0.2066,0,0.0
V0474,Mumbai,Jebel Ali,MSC,Ro-Ro,8,10000,1100,2,1,15.85,14.24,1.62,0.256,0.309,0.953,0.65,0,12,7,24,3035.86,0.2146,0,0.0
V0475,Chennai,Nhava Sheva,PIL,Container,15,24000,800,2,1,19.41,17.99,1.43,0.224,0.474,0.951,0.753,0,12,13,72,3484.6,0.2939,0,0.0
V0476,Shanghai,Dubai,COSCO Shipping,Container,7,24000,6200,12,1,20.46,20.34,0.11,0.601,0.486,1.064,0.864,0,24,1,72,4834.56,0.3345,1,21.1
V0477,Chennai,Nhava Sheva,PIL,Bulk Carrier,6,10000,800,3,0,14.46,14.37,0.08,0.571,0.458,0.866,0.649,0,48,1,96,3282.16,0.2246,1,1.3
V0478,Shanghai,Dubai,COSCO Shipping,Container,9,10000,6200,7,0,23.46,24.28,-0.82,0.257,0.593,0.985,0.989,0,24,17,48,4238.15,0.2131,0,0.0
V0479,Colombo,Hamburg,Hapag-Lloyd,Ro-Ro,20,10000,7800,7,0,22.42,20.09,2.33,0.243,0.182,0.7,0.693,0,48,4,48,4474.21,0.4566,0,0.0
V0480,Colombo,Hamburg,Hapag-Lloyd,Tanker,1,24000,7800,7,0,16.97,14.55,2.41,0.8,0.457,1.024,0.79,0,24,14,96,5503.64,0.4822,0,0.0
V0481,Hong Kong,Los Angeles,ONE,Container,8,24000,7250,1,1,14.77,13.93,0.84,0.862,0.564,0.914,0.559,0,48,6,48,4039.64,0.6913,1,34.3
V0482,Port Klang,Felixstowe,Evergreen,Container,3,5000,8100,2,1,15.7,15.75,-0.05,0.66,0.352,1.069,0.948,0,48,14,24,5279.56,0.1812,0,0.0
V0483,Hong Kong,Los Angeles,ONE,Tanker,4,10000,7250,8,0,15.27,15.14,0.13,0.53,0.521,1.054,0.905,0,24,15,48,5906.25,0.2541,0,0.0
V0484,Port Klang,Felixstowe,Evergreen,Ro-Ro,15,10000,8100,9,0,15.23,14.24,1.0,0.598,0.725,0.896,0.638,0,48,1,24,3757.4,0.5893,1,22.3
V0485,Hong Kong,Los Angeles,ONE,Container,6,10000,7250,10,0,19.19,19.05,0.13,0.529,0.053,0.964,0.97,0,72,16,72,5866.22,0.1277,0,0.0
V0486,Mumbai,Jebel Ali,MSC,Bulk Carrier,15,5000,1100,7,0,16.46,18.0,-1.54,0.274,0.551,0.891,0.692,0,24,4,72,2384.36,0.2249,1,1.0
V0487,Colombo,Hamburg,Hapag-Lloyd,Container,21,24000,7800,1,1,17.58,15.97,1.61,0.336,0.662,0.795,0.861,0,72,2,24,5548.17,0.6039,0,0.0
V0488,Shanghai,Dubai,COSCO Shipping,Ro-Ro,3,18000,6200,12,1,23.9,23.43,0.47,0.116,0.226,0.965,0.919,0,48,1,72,5339.21,0.0994,0,0.0
V0489,Port Klang,Felixstowe,Evergreen,Container,21,18000,8100,4,0,20.84,18.36,2.48,0.622,0.467,0.905,0.883,0,48,13,48,5458.38,0.6737,0,0.0
V0490,Chennai,Nhava Sheva,PIL,Ro-Ro,21,24000,800,10,0,23.49,20.55,2.94,0.431,0.153,0.915,0.963,0,12,16,24,4919.27,0.459,1,4.3
V0491,Port Klang,Felixstowe,Evergreen,Bulk Carrier,14,18000,8100,8,0,15.43,15.52,-0.09,0.34,0.678,0.849,0.939,1,48,8,24,6600.73,0.5192,0,0.0
V0492,Shanghai,Dubai,COSCO Shipping,Bulk Carrier,20,10000,6200,5,0,17.82,16.25,1.57,0.097,0.331,0.819,0.998,0,48,4,72,6168.77,0.1407,0,0.0
V0493,Hong Kong,Los Angeles,ONE,Container,14,18000,7250,1,1,19.55,18.56,0.99,0.258,0.563,0.867,0.632,0,48,2,48,4388.85,0.3829,0,0.0
V0494,Port Klang,Felixstowe,Evergreen,Container,4,5000,8100,7,0,14.77,14.14,0.62,0.401,0.531,0.831,0.687,0,72,13,72,4685.36,0.13,0,0.0
V0495,Busan,Long Beach,HMM,Container,12,18000,5500,6,0,14.04,14.15,-0.11,0.393,0.575,0.853,0.836,0,48,5,24,5844.4,0.1817,0,0.0
V0496,Mumbai,Jebel Ali,MSC,Container,17,5000,1100,9,0,20.7,20.96,-0.26,0.26,0.217,0.958,0.88,0,24,13,48,4405.36,0.1175,0,0.0
V0497,Colombo,Hamburg,Hapag-Lloyd,Container,7,18000,7800,4,0,20.42,20.7,-0.28,0.689,0.479,0.87,0.791,0,24,5,72,4194.55,0.4216,1,6.7
V0498,Shanghai,Dubai,COSCO Shipping,Tanker,9,5000,6200,4,0,18.11,17.64,0.47,0.075,0.521,1.079,0.583,0,24,16,72,4518.83,0.201,0,0.0
V0499,Colombo,Hamburg,Hapag-Lloyd,Container,3,5000,7800,8,0,18.9,18.56,0.33,0.593,0.622,1.064,0.929,1,72,6,48,5342.0,0.4133,1,29.7
V0500,Busan,Long Beach,HMM,Container,13,5000,5500,4,0,18.15,13.58,4.57,0.307,0.597,0.902,0.982,0,24,16,96,5819.79,0.7336,1,10.3
V0501,Port Klang,Felixstowe,Evergreen,Ro-Ro,15,2000,8100,3,0,14.24,14.59,-0.35,0.629,0.686,0.895,0.732,0,24,13,48,4895.08,0.5196,0,0.0
V0502,Port Klang,Felixstowe,Evergreen,Tanker,18,18000,8100,7,0,17.35,16.03,1.33,0.244,0.302,0.747,0.651,0,24,11,72,3860.85,0.3972,0,0.0
V0503,Chennai,Nhava Sheva,PIL,Ro-Ro,19,18000,800,5,0,15.77,15.74,0.03,0.251,0.303,0.789,0.559,0,72,1,72,2182.62,0.1556,1,2.0
V0504,Busan,Long Beach,HMM,Ro-Ro,1,10000,5500,9,0,14.98,14.12,0.87,0.215,0.27,1.1,0.657,0,48,4,24,4476.88,0.1375,0,0.0
V0505,Shanghai,Dubai,COSCO Shipping,Container,6,5000,6200,5,0,23.57,22.29,1.28,0.465,0.675,0.891,0.865,0,72,3,72,5703.04,0.3084,1,4.7
V0506,Chennai,Nhava Sheva,PIL,Container,2,2000,800,9,0,19.99,19.25,0.74,0.08,0.412,1.065,0.96,0,48,18,96,5213.73,0.0908,0,0.0
V0507,Mumbai,Jebel Ali,MSC,Tanker,14,2000,1100,6,0,21.29,20.92,0.37,0.109,0.384,0.75,0.592,0,72,16,72,3293.48,0.1989,0,0.0
V0508,Chennai,Nhava Sheva,PIL,Bulk Carrier,6,5000,800,6,0,17.15,16.66,0.5,0.12,0.244,0.844,0.799,0,12,13,48,3391.63,0.082,0,0.0
V0509,Singapore,Rotterdam,Maersk,Container,14,24000,8400,11,0,17.93,18.66,-0.73,0.311,0.653,1.012,0.863,0,24,13,48,5157.04,0.217,1,13.6
V0510,Shanghai,Dubai,COSCO Shipping,Tanker,4,5000,6200,6,0,16.37,16.62,-0.25,0.12,0.77,0.959,0.674,1,24,7,72,4722.69,0.1413,0,0.0
V0511,Singapore,Rotterdam,Maersk,Container,21,10000,8400,7,0,14.97,12.36,2.61,0.395,0.512,0.747,0.806,1,48,15,96,4650.16,0.7762,0,0.0
V0512,Busan,Long Beach,HMM,Container,8,5000,5500,12,1,15.79,14.98,0.81,0.329,0.453,1.029,0.872,0,48,15,72,5085.71,0.2243,0,0.0
V0513,Hong Kong,Los Angeles,ONE,Container,3,5000,7250,11,0,21.98,21.15,0.82,0.289,0.556,1.07,0.927,0,24,5,72,5735.45,0.1478,0,0.0
V0514,Singapore,Rotterdam,Maersk,Bulk Carrier,19,10000,8400,4,0,20.78,15.99,4.79,0.273,0.571,0.884,0.754,0,24,17,24,5033.45,0.8551,1,9.4
V0515,Mumbai,Jebel Ali,MSC,Bulk Carrier,14,18000,1100,4,0,19.47,20.17,-0.7,0.303,0.044,0.814,0.887,0,48,11,72,4052.39,0.0928,0,0.0
V0516,Chennai,Nhava Sheva,PIL,Container,20,5000,800,9,0,18.75,19.03,-0.28,0.403,0.267,0.777,0.686,0,24,13,24,3466.15,0.2925,0,0.0
V0517,Hong Kong,Los Angeles,ONE,Tanker,17,2000,7250,12,1,23.22,23.38,-0.16,0.252,0.66,0.855,0.646,0,48,10,72,4522.28,0.453,0,0.0
V0518,Chennai,Nhava Sheva,PIL,Container,8,10000,800,7,0,14.73,14.7,0.02,0.345,0.541,0.976,0.634,0,12,15,48,4196.97,0.2515,0,0.0
V0519,Singapore,Rotterdam,Maersk,Container,14,5000,8400,11,0,16.81,15.03,1.78,0.365,0.693,0.819,0.711,0,48,2,48,4457.55,0.4769,0,0.0
V0520,Chennai,Nhava Sheva,PIL,Tanker,6,5000,800,10,0,17.5,16.39,1.11,0.239,0.309,0.954,0.566,0,48,11,72,3132.31,0.1471,0,0.0
V0521,Busan,Long Beach,HMM,Ro-Ro,16,24000,5500,6,0,21.82,20.82,1.01,0.171,0.368,0.861,0.677,0,48,11,72,3466.9,0.1704,0,0.0
V0522,Hong Kong,Los Angeles,ONE,Tanker,19,18000,7250,1,1,23.93,22.61,1.31,0.36,0.578,0.913,0.844,0,24,1,96,4966.18,0.3603,1,11.5
V0523,Busan,Long Beach,HMM,Tanker,14,10000,5500,7,0,16.41,13.27,3.14,0.072,0.258,0.92,0.842,0,24,8,48,4617.83,0.4071,1,15.4
V0524,Singapore,Rotterdam,Maersk,Bulk Carrier,19,10000,8400,6,0,22.74,20.84,1.9,0.667,0.505,0.7,0.583,0,72,17,48,4892.46,0.7149,1,14.8
V0525,Busan,Long Beach,HMM,Bulk Carrier,3,10000,5500,12,1,22.31,21.77,0.54,0.087,0.654,0.953,0.679,0,48,8,96,4423.25,0.2423,0,0.0
V0526,Mumbai,Jebel Ali,MSC,Container,10,10000,1100,4,0,16.25,15.92,0.33,0.117,0.315,0.826,0.806,0,48,13,48,4210.23,0.0436,0,0.0
V0527,Singapore,Rotterdam,Maersk,Container,19,18000,8400,8,0,17.99,17.87,0.12,0.501,0.472,0.855,0.693,0,48,5,72,3522.88,0.3183,1,23.2
V0528,Singapore,Rotterdam,Maersk,Container,9,18000,8400,7,0,18.1,18.06,0.04,0.064,0.559,0.984,0.738,0,12,6,96,4852.68,0.1549,0,0.0
V0529,Singapore,Rotterdam,Maersk,Container,20,5000,8400,8,0,23.78,23.27,0.51,0.558,0.797,0.808,0.871,1,72,14,96,5521.06,0.7815,1,23.6
V0530,Shanghai,Dubai,COSCO Shipping,Bulk Carrier,13,10000,6200,9,0,15.81,17.19,-1.38,0.195,0.346,0.849,0.554,0,48,17,48,3401.44,0.1572,1,7.1
V0531,Chennai,Nhava Sheva,PIL,Container,7,10000,800,1,1,21.99,19.4,2.59,0.305,0.013,0.936,0.674,0,48,16,72,3491.23,0.2524,1,1.0
V0532,Shanghai,Dubai,COSCO Shipping,Container,14,24000,6200,3,0,17.34,16.63,0.71,0.15,0.451,0.877,0.614,0,72,9,48,4715.09,0.1637,0,0.0
V0533,Shanghai,Dubai,COSCO Shipping,Container,9,18000,6200,2,1,21.31,21.28,0.03,0.228,0.58,0.859,0.607,0,24,19,48,4255.5,0.2772,0,0.0
V0534,Mumbai,Jebel Ali,MSC,Bulk Carrier,19,10000,1100,3,0,18.2,14.6,3.6,0.328,0.31,0.713,0.982,0,48,2,24,4597.16,0.5916,0,0.0
V0535,Hong Kong,Los Angeles,ONE,Container,15,5000,7250,11,0,19.78,16.46,3.32,0.669,0.316,0.7,0.719,0,72,4,72,5443.45,0.6408,1,14.3
V0536,Chennai,Nhava Sheva,PIL,Tanker,20,18000,800,11,0,22.33,20.81,1.51,0.181,0.188,0.901,0.787,0,24,9,24,3634.82,0.1721,0,0.0
V0537,Busan,Long Beach,HMM,Container,14,5000,5500,2,1,22.04,20.51,1.53,0.173,0.512,0.9,0.88,0,12,4,72,5869.12,0.3071,0,0.0
V0538,Port Klang,Felixstowe,Evergreen,Container,6,10000,8100,11,0,22.66,23.45,-0.79,0.12,0.267,0.969,0.571,0,48,5,72,3466.71,0.0909,0,0.0
V0539,Singapore,Rotterdam,Maersk,Bulk Carrier,21,5000,8400,6,0,14.6,13.45,1.15,0.488,0.177,0.891,0.658,0,12,6,48,4224.61,0.2321,0,0.0
V0540,Busan,Long Beach,HMM,Tanker,4,18000,5500,9,0,20.92,19.49,1.43,0.431,0.69,0.86,0.924,0,72,1,24,4226.09,0.3605,1,11.5
V0541,Singapore,Rotterdam,Maersk,Container,8,5000,8400,2,1,15.4,13.64,1.76,0.618,0.459,0.781,0.938,0,12,13,72,5961.15,0.6986,1,9.5
V0542,Mumbai,Jebel Ali,MSC,Bulk Carrier,17,10000,1100,4,0,18.16,17.05,1.11,0.344,0.428,0.861,0.718,0,48,18,48,2739.68,0.2213,1,1.7
V0543,Singapore,Rotterdam,Maersk,Bulk Carrier,9,24000,8400,5,0,19.49,18.65,0.83,0.583,0.594,0.933,0.719,0,24,3,72,4705.1,0.4349,1,10.9
V0544,Shanghai,Dubai,COSCO Shipping,Container,1,5000,6200,5,0,18.03,17.78,0.24,0.179,0.34,0.851,0.891,0,24,5,24,4979.71,0.1206,0,0.0
V0545,Chennai,Nhava Sheva,PIL,Tanker,20,10000,800,1,1,19.2,18.75,0.45,0.018,0.04,0.829,0.683,0,72,13,24,3298.21,0.0953,0,0.0
V0546,Port Klang,Felixstowe,Evergreen,Tanker,14,10000,8100,6,0,23.97,23.81,0.16,0.388,0.408,0.828,0.603,0,48,10,24,4182.46,0.2817,0,0.0
V0547,Colombo,Hamburg,Hapag-Lloyd,Bulk Carrier,11,2000,7800,5,0,15.35,13.5,1.85,0.632,0.364,0.825,0.666,0,24,3,24,4675.25,0.463,1,30.1
V0548,Singapore,Rotterdam,Maersk,Tanker,21,18000,8400,6,0,20.75,20.39,0.37,0.351,0.526,0.763,0.724,1,24,11,24,5283.92,0.5574,0,0.0
V0549,Busan,Long Beach,HMM,Tanker,3,2000,5500,4,0,17.96,17.86,0.1,0.407,0.154,0.775,0.573,0,48,1,72,2942.61,0.0821,0,0.0
V0550,Shanghai,Dubai,COSCO Shipping,Bulk Carrier,9,10000,6200,11,0,15.33,14.19,1.14,0.251,0.613,0.863,0.765,0,72,15,24,4415.45,0.4683,0,0.0
V0551,Colombo,Hamburg,Hapag-Lloyd,Tanker,14,10000,7800,6,0,15.59,16.84,-1.25,0.34,0.815,0.804,0.883,0,48,4,24,5327.16,0.4712,0,0.0
V0552,Port Klang,Felixstowe,Evergreen,Bulk Carrier,9,18000,8100,9,0,23.49,22.15,1.34,0.416,0.638,0.955,0.781,0,48,15,24,5179.4,0.2032,0,0.0
V0553,Colombo,Hamburg,Hapag-Lloyd,Bulk Carrier,4,18000,7800,1,1,22.8,21.92,0.87,0.275,0.576,0.947,0.582,0,24,7,72,4139.03,0.3999,1,24.6
V0554,Shanghai,Dubai,COSCO Shipping,Bulk Carrier,4,5000,6200,6,0,23.07,21.08,1.99,0.571,0.272,1.011,0.748,0,72,15,48,4061.98,0.2878,1,57.9
V0555,Chennai,Nhava Sheva,PIL,Tanker,8,2000,800,1,1,23.92,24.71,-0.8,0.253,0.118,0.716,0.869,0,48,4,48,5041.97,0.1693,1,1.0
V0556,Chennai,Nhava Sheva,PIL,Container,2,18000,800,12,1,16.08,17.92,-1.83,0.559,0.206,0.913,0.576,0,48,3,72,3181.78,0.2021,0,0.0
V0557,Hong Kong,Los Angeles,ONE,Tanker,9,10000,7250,7,0,17.55,19.13,-1.58,0.308,0.531,0.954,0.577,0,48,14,72,4649.14,0.1256,0,0.0
V0558,Chennai,Nhava Sheva,PIL,Tanker,14,18000,800,4,0,20.69,20.15,0.54,0.174,0.073,0.835,0.717,0,48,6,24,3838.39,0.1493,0,0.0
V0559,Hong Kong,Los Angeles,ONE,Container,9,18000,7250,6,0,18.84,18.56,0.28,0.623,0.539,0.978,0.638,0,72,1,72,3057.37,0.2647,0,0.0
V0560,Colombo,Hamburg,Hapag-Lloyd,Tanker,16,18000,7800,7,0,18.18,16.35,1.83,0.48,0.768,0.7,0.971,0,48,9,48,5377.56,0.6802,0,0.0
V0561,Mumbai,Jebel Ali,MSC,Container,17,10000,1100,11,0,17.58,15.15,2.43,0.095,0.233,0.888,0.812,0,72,12,48,4109.52,0.297,1,7.8
V0562,Busan,Long Beach,HMM,Container,16,10000,5500,5,0,19.94,20.67,-0.73,0.496,0.718,0.789,0.679,0,48,18,72,3634.37,0.3236,0,0.0
V0563,Busan,Long Beach,HMM,Bulk Carrier,12,18000,5500,9,0,19.76,20.0,-0.25,0.343,0.361,0.821,0.867,0,48,3,24,4555.18,0.1154,0,0.0
V0564,Colombo,Hamburg,Hapag-Lloyd,Container,3,10000,7800,8,0,15.61,14.92,0.7,0.82,0.361,1.049,0.719,0,72,19,24,5481.78,0.3479,0,0.0
V0565,Singapore,Rotterdam,Maersk,Tanker,11,5000,8400,3,0,18.72,19.5,-0.78,0.481,0.779,0.983,0.609,0,24,3,96,3430.6,0.3742,0,0.0
V0566,Singapore,Rotterdam,Maersk,Tanker,14,24000,8400,1,1,19.53,16.45,3.09,0.206,0.551,0.943,0.657,0,48,14,48,4027.11,0.5863,0,0.0
V0567,Chennai,Nhava Sheva,PIL,Container,18,24000,800,11,0,19.7,19.62,0.08,0.305,0.284,0.983,0.839,0,48,4,48,4325.28,0.1378,0,0.0
V0568,Busan,Long Beach,HMM,Container,21,10000,5500,10,0,16.1,15.44,0.66,0.303,0.21,0.891,0.573,0,72,13,72,2869.05,0.2004,0,0.0
V0569,Busan,Long Beach,HMM,Container,21,2000,5500,8,0,21.42,19.8,1.62,0.177,0.586,0.726,0.673,1,12,13,24,3942.01,0.4618,1,11.7
V0570,Hong Kong,Los Angeles,ONE,Bulk Carrier,5,10000,7250,4,0,14.25,13.8,0.45,0.454,0.316,0.961,0.644,0,24,2,48,2906.77,0.2297,0,0.0
V0571,Mumbai,Jebel Ali,MSC,Ro-Ro,16,18000,1100,7,0,17.55,13.62,3.93,0.242,0.098,0.811,0.641,1,24,2,24,3059.02,0.4071,0,0.0
V0572,Shanghai,Dubai,COSCO Shipping,Bulk Carrier,20,24000,6200,4,0,21.8,21.45,0.35,0.524,0.482,0.962,0.857,0,24,10,72,4470.92,0.4582,0,0.0
V0573,Singapore,Rotterdam,Maersk,Container,5,5000,8400,7,0,19.64,20.41,-0.77,0.079,0.496,1.038,0.922,0,24,11,48,5462.71,0.0942,0,0.0
V0574,Busan,Long Beach,HMM,Bulk Carrier,3,2000,5500,1,1,16.61,16.47,0.14,0.216,0.716,0.955,0.872,0,48,15,72,4992.81,0.2775,1,3.7
V0575,Hong Kong,Los Angeles,ONE,Container,12,24000,7250,1,1,20.95,21.6,-0.65,0.598,0.638,0.95,0.841,0,72,3,24,5747.24,0.504,0,0.0
V0576,Port Klang,Felixstowe,Evergreen,Tanker,1,10000,8100,2,1,19.67,18.32,1.36,0.369,0.538,0.891,0.962,0,48,14,72,5478.9,0.3651,0,0.0
V0577,Hong Kong,Los Angeles,ONE,Container,21,10000,7250,5,0,21.96,20.06,1.9,0.818,0.374,0.81,0.576,0,24,18,48,4819.98,0.644,0,0.0
V0578,Singapore,Rotterdam,Maersk,Tanker,9,24000,8400,11,0,21.35,19.58,1.77,0.53,0.755,0.835,0.625,0,72,19,24,4240.96,0.6604,1,37.4
V0579,Singapore,Rotterdam,Maersk,Container,9,2000,8400,10,0,20.1,20.58,-0.48,0.281,0.706,0.775,0.736,0,48,19,72,4219.0,0.1358,0,0.0
V0580,Hong Kong,Los Angeles,ONE,Ro-Ro,4,18000,7250,6,0,18.88,18.65,0.23,0.568,0.877,1.023,0.718,0,24,1,48,4525.59,0.4892,0,0.0
V0581,Shanghai,Dubai,COSCO Shipping,Container,3,2000,6200,2,1,15.33,15.98,-0.65,0.165,0.639,1.043,0.738,0,24,19,72,5052.38,0.1231,0,0.0
V0582,Colombo,Hamburg,Hapag-Lloyd,Bulk Carrier,17,10000,7800,1,1,16.61,15.41,1.2,0.379,0.421,0.867,0.643,0,48,3,24,3616.66,0.4217,1,10.4
V0583,Singapore,Rotterdam,Maersk,Ro-Ro,2,18000,8400,9,0,18.19,18.93,-0.74,0.602,0.319,0.965,0.617,0,48,8,72,5065.49,0.2747,0,0.0
V0584,Hong Kong,Los Angeles,ONE,Container,1,10000,7250,7,0,19.99,20.28,-0.28,0.276,0.581,0.889,0.779,0,48,17,48,5031.77,0.2943,0,0.0
V0585,Busan,Long Beach,HMM,Ro-Ro,8,24000,5500,8,0,19.14,17.51,1.62,0.054,0.645,0.827,0.968,0,24,1,72,4926.1,0.2811,0,0.0
V0586,Hong Kong,Los Angeles,ONE,Bulk Carrier,13,10000,7250,6,0,16.88,15.78,1.1,0.53,0.144,0.792,0.726,0,72,6,72,4240.83,0.1936,0,0.0
V0587,Mumbai,Jebel Ali,MSC,Container,15,10000,1100,9,0,14.06,12.86,1.21,0.181,0.083,0.831,0.57,0,24,17,24,2771.71,0.225,0,0.0
V0588,Colombo,Hamburg,Hapag-Lloyd,Container,8,5000,7800,8,0,18.96,17.45,1.51,0.485,0.163,1.006,0.868,0,48,1,48,5829.02,0.2491,0,0.0
V0589,Port Klang,Felixstowe,Evergreen,Bulk Carrier,12,10000,8100,4,0,16.86,15.93,0.93,0.455,0.463,0.965,0.681,0,48,13,72,3787.3,0.2339,0,0.0
V0590,Shanghai,Dubai,COSCO Shipping,Container,12,10000,6200,5,0,21.35,18.56,2.79,0.156,0.698,0.748,0.66,0,24,12,48,4815.19,0.5338,1,7.0
V0591,Chennai,Nhava Sheva,PIL,Bulk Carrier,14,2000,800,2,1,14.24,11.67,2.57,0.379,0.304,0.805,0.696,0,24,5,72,4146.38,0.3265,1,1.0
V0592,Port Klang,Felixstowe,Evergreen,Container,15,10000,8100,1,1,19.85,17.57,2.28,0.476,0.119,0.792,0.876,0,24,13,48,6182.77,0.5216,1,56.1
V0593,Colombo,Hamburg,Hapag-Lloyd,Bulk Carrier,15,10000,7800,6,0,23.41,21.61,1.81,1.0,0.583,0.7,0.918,0,24,8,48,5557.75,0.7035,1,5.4
V0594,Colombo,Hamburg,Hapag-Lloyd,Container,9,18000,7800,3,0,15.74,13.9,1.85,0.196,0.29,0.955,0.815,0,24,12,24,5626.57,0.1174,0,0.0
V0595,Colombo,Hamburg,Hapag-Lloyd,Tanker,19,18000,7800,11,0,18.72,15.98,2.74,0.327,0.278,0.79,0.695,0,48,9,24,4291.22,0.3283,1,10.8
V0596,Port Klang,Felixstowe,Evergreen,Ro-Ro,20,18000,8100,4,0,14.91,15.84,-0.92,0.693,0.654,0.791,0.69,0,48,17,48,4931.4,0.4408,0,0.0
V0597,Busan,Long Beach,HMM,Ro-Ro,8,2000,5500,1,1,20.26,20.35,-0.09,0.229,0.407,1.028,0.606,0,48,14,24,3733.46,0.2063,0,0.0
V0598,Colombo,Hamburg,Hapag-Lloyd,Bulk Carrier,21,5000,7800,6,0,19.51,19.35,0.16,0.391,0.232,0.797,0.97,0,48,7,24,6686.46,0.341,1,19.3
V0599,Hong Kong,Los Angeles,ONE,Container,19,18000,7250,8,0,18.07,17.68,0.39,0.541,0.464,0.776,0.837,0,72,4,48,5189.98,0.5315,1,28.4
